FID,HotSpringU,Name,Label,OtherIdent,Source,SourceURI,FeatureTyp,OtherLocat,County,State,PLSS_Merid,Township,Range,Section,SectionPar,LatDegree,LongDegree,SRS,Observatio,Temperatur,Temperat_1,TempMeasur,TempMeas_1,Flow,FlowUnits,FlowMeasur,FlowMeas_1,Classifica,RelatedWat,DataEntryS,RelatedRes,TOPO100K,QUAD_NAME,WKT
643,OR_Union Junction Hot Springs_DOGAMI:UN-029,Union Junction Hot Springs,Union Junction Hot Springs,UN-029,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,thermal,Hot Lake,Union,Oregon,Willamette,004S,039E,23,BB,45.201335,-117.914801,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-029,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-029.pdf,Enterprise,Craig Mountain,POINT (1978565.5516813663 1268530.7071271371)
644,OR_Union Junction Warm Spring 2_DOGAMI:UN-030,Union Junction Warm Spring 2,Union Junction Warm Spring 2,UN-030,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Hot Lake,Union,Oregon,Willamette,004S,039E,23,CBA,45.200027,-117.907379,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-030,86,Farenheit,spot measurement,correctness date is time of publication by default,95,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-030.pdf,Enterprise,Craig Mountain,POINT (1980492.6800693846 1268114.3838310982)
645,OR_Haystack Warm Springs 1_DOGAMI:UN-033,Haystack Warm Springs 1,Haystack Warm Springs 1,UN-033,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Union,Oregon,Willamette,005S,039E,13,BC,45.13118,-117.890941,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-033,78.8,Farenheit,spot measurement,correctness date is time of publication by default,57,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-033.pdf,Enterprise,Craig Mountain,POINT (1985525.0339356083 1243161.2951350776)
646,OR_Haystack Warm Springs 2_DOGAMI:UN-033a,Haystack Warm Springs 2,Haystack Warm Springs 2,UN-033a,directly scribed from topographic  map where the geothermal feature is found., ,thermal, ,Union,Oregon,Willamette,005S,039E,13,BC,45.131338,-117.888682,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-033a,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-033a.pdf,Enterprise,Craig Mountain,POINT (1986105.8694917017 1243237.3981495337)
647,OR_Sweet Water Warm Springs_DOGAMI:UN-034,Sweet Water Warm Springs,Sweet Water Warm Springs,UN-034,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Union,Oregon,Willamette,005S,039E,23,A,45.115849,-117.901053,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-034,100.4,Farenheit,spot measurement,correctness date is time of publication by default,57,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-034.pdf,Enterprise,North Powder,POINT (1983093.7181031702 1237492.1380928007)
648,OR_Oasis Warm Spring_DOGAMI:UN-035,Oasis Warm Spring,Oasis Warm Spring,UN-035,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Union,Oregon,Willamette,005S,039E,24,D,45.109849,-117.882053,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-035,86,Farenheit,spot measurement,correctness date is time of publication by default,220,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-035.pdf,Enterprise,North Powder,POINT (1988065.4484355922 1235461.6360197067)
649,OR_Cooper Warm Spring_DOGAMI:UN-036,Cooper Warm Spring,Cooper Warm Spring,UN-036,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm,Hot Lake,Union,Oregon,Willamette,005S,040E,12,BA,45.15085,-117.762055,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-036,73.4,Farenheit,spot measurement,correctness date is time of publication by default,20,l/min,spot measurement,correctness date is time of publication by default,6, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-036.pdf,Enterprise,Union,POINT (2018528.8721286373 1251411.2928432834)
650,OR_Bennett/Baker Warm Springs 1_DOGAMI:UN-037a,Bennett/Baker Warm Springs 1,Bennett/Baker Warm Springs 1,UN-037a,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Union,Oregon,Willamette,005S,040E,16,C,45.121677,-117.815818,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-037a,80.6,Farenheit,spot measurement,correctness date is time of publication by default,38,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-037a.pdf,Enterprise,Telocaset,POINT (2005014.5905639781 1240323.4571984508)
651,OR_Bennett/Baker Warm Springs 2_DOGAMI:UN-037b,Bennett/Baker Warm Springs 2,Bennett/Baker Warm Springs 2,UN-037b,directly scribed from topographic  map where the geothermal feature is found., ,thermal, ,Union,Oregon,Willamette,005S,040E,16,C,45.121808,-117.812208,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-037b,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-037b.pdf,Enterprise,Telocaset,POINT (2005944.2846730177 1240401.6666913165)
652,OR_Bennett/Baker Warm Springs 3_DOGAMI:UN-037c,Bennett/Baker Warm Springs 3,Bennett/Baker Warm Springs 3,UN-037c,directly scribed from topographic  map where the geothermal feature is found., ,thermal, ,Union,Oregon,Willamette,005S,040E,16,C,45.121375,-117.81224,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-037c,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-037c.pdf,Enterprise,Telocaset,POINT (2005941.1965401978 1240243.6227001019)
653,OR_Warm Mineral Spring_DOGAMI:UN-038,Warm Mineral Spring,Warm Mineral Spring,UN-038,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Union,Oregon,Willamette,006S,035E,12,CBB,45.060575,-118.45627,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-038,82.4,Farenheit,spot measurement,correctness date is time of publication by default,150,l/min,spot measurement,correctness date is time of publication by default,5, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-038.pdf,La Grande,Fly Valley,POINT (1840334.6574137062 1213295.9768196337)
654,OR_Medical Hot Springs 1_DOGAMI:UN-039a,Medical Hot Springs 1,Medical Hot Springs 1,UN-039a,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,hot,Medical Springs,Union,Oregon,Willamette,006S,041E,25,ADA,45.017807,-117.625796,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-039a,141.8,Farenheit,spot measurement,correctness date is time of publication by default,200,l/min,spot measurement,correctness date is time of publication by default,5,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-039a.pdf,Enterprise,Medical Springs,POINT (2055357.2802497731 1204139.6169983195)
655,OR_Medical Hot Springs 2_DOGAMI:UN-039b,Medical Hot Springs 2,Medical Hot Springs 2,UN-039b,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Medical Springs,Union,Oregon,Willamette,006S,041E,25,ADA,45.01749,-117.62542,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-039b,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-039b.pdf,Enterprise,Medical Springs,POINT (2055458.4864621521 1204027.5275867202)
656,OR_Cove Hot Springs_DOGAMI:UN-040,Cove Hot Springs,Cove Hot Springs,UN-040,National Hydrology Data Set: U.S. Geological Survey.,Http://nhd.usgs.gov/index.html,thermal, ,Union,Oregon,Willamette,003S,040E,21, ,45.289637,-117.813083,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/UN-040,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/UN-040.pdf,Enterprise,Cove,POINT (2003716.5030443144 1301549.0693441413)
657,OR_Cook Creek Hot Spring_DOGAMI:WL-001,Cook Creek Hot Spring,Cook Creek Hot Spring,WL-001,"Black, G.L., 1994, Low-temperature geothermal database for Oregon: Oregon Department of Geology and Mineral Industries Open-File Report O-94-08, 178 p., 5 location maps.",http://www.naturenw.org/cgi-bin/quikstore.pl?store=maps&product=001466,warm, ,Wallowa,Oregon,Willamette,005N,048E,30, ,45.891189,-116.874422,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WL-001,96.8,Farenheit,spot measurement,correctness date is time of publication by default,40,l/min,spot measurement,correctness date is time of publication by default,5,"ph, Na, K, Ca, Mg, Fe, Al, SiO2, B, Li, HCO3, SO4, Cl, F","Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WL-001.pdf,Grangeville,Wapshilla Creek,POINT (2235425.3838058156 1529980.3205892281)
658,OR_Joseph Warm Spring_DOGAMI:WL-002,Joseph Warm Spring,Joseph Warm Spring,WL-002,Geographic Names Information System (GNIS): U.S. Geologica Survey.,Http://nhd.usgs.gov/gnis.html,thermal, ,Wallowa,Oregon,Willamette,005N,045E,2, ,45.945435,-117.16127,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WL-002,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WL-002.pdf,Wallowa,Paradise,POINT (2161630.4516638117 1546651.741927291)
659,OR_Warm Springs 1_DOGAMI:WS-004a,Warm Springs 1,Warm Springs 1,WS-004a,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866846,-121.229446,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004a,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004a.pdf,Madras,Eagle Butte,POINT (1123243.7102222389 1136941.2724645026)
660,OR_Warm Springs 2_DOGAMI:WS-004b,Warm Springs 2,Warm Springs 2,WS-004b,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866695,-121.229101,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004b,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004b.pdf,Madras,Eagle Butte,POINT (1123332.6541750147 1136885.4360103582)
661,OR_Warm Springs 3_DOGAMI:WS-004c,Warm Springs 3,Warm Springs 3,WS-004c,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866573,-121.228814,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004c,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004c.pdf,Madras,Eagle Butte,POINT (1123406.657282176 1136840.3043837184)
662,OR_Warm Springs 4_DOGAMI:WS-004d,Warm Springs 4,Warm Springs 4,WS-004d,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866466,-121.228488,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004d,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004d.pdf,Madras,Eagle Butte,POINT (1123490.8190763223 1136800.5510637527)
663,OR_Warm Springs 5_DOGAMI:WS-004e,Warm Springs 5,Warm Springs 5,WS-004e,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866431,-121.228139,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004e,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004e.pdf,Madras,Eagle Butte,POINT (1123581.1761788095 1136786.99042121)
664,OR_Warm Springs 6_DOGAMI:WS-004f,Warm Springs 6,Warm Springs 6,WS-004f,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866484,-121.226879,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004f,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004f.pdf,Madras,Eagle Butte,POINT (1123907.9735646166 1136803.4155690721)
665,OR_Warm Springs 7_DOGAMI:WS-004g,Warm Springs 7,Warm Springs 7,WS-004g,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.86698,-121.222574,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004g,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004g.pdf,Madras,Eagle Butte,POINT (1125025.5374426721 1136974.3652407078)
666,OR_Warm Springs 8_DOGAMI:WS-004h,Warm Springs 8,Warm Springs 8,WS-004h,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.866652,-121.214459,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004h,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004h.pdf,Madras,Eagle Butte,POINT (1127128.1084431084 1136836.393682657)
667,OR_Warm Springs 9_DOGAMI:WS-004i,Warm Springs 9,Warm Springs 9,WS-004i,directly scribed from topographic  map where the geothermal feature is found., ,thermal,Kahneeta,Wasco,Oregon,Willamette,008S,013E,19,BAD,44.86639,-121.214267,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/WS-004i,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/WS-004i.pdf,Madras,Eagle Butte,POINT (1127177.0490997338 1136740.4570335031)
